ID,Year_Birth,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Age,Customer_Tenure_Years,Total_Children,Family_Size,Total_Spending,Total_Purchases,Total_Campaign_Acceptance,Average_Spending_per_Purchase,Digital_Engagement,Deal_Dependency,Education_2N Cycle,Education_Basic,Education_Graduation,Education_Master,Education_Phd,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_Yolo,Preferred_Shopping_Channel_Catalog,Preferred_Shopping_Channel_Store,Preferred_Shopping_Channel_Web,Product_Preference_Fish,Product_Preference_Fruits,Product_Preference_Gold,Product_Preference_Meat,Product_Preference_Sweets,Product_Preference_Wine,Customer_Activity_Level_Highly Active,Customer_Activity_Level_Inactive,Customer_Activity_Level_Moderately Active
8595,1973,42429.0,0,1,2014-02-11,99,55,0,6,2.0,0,4.0,2,1,1,3,5,0,0,0,0,0,0,3,11,0,52,52,0.38,1,2,67.0,5,0,13.4,6,0.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
2968,1943,48948.0,0,0,2013-02-01,53,437,8,206,120.5,49,42.0,2,7,10,5,6,1,0,0,0,0,0,3,11,1,82,82,1.4,0,1,862.5,22,1,39.20454545454545,13,0.09090909090909091,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
8601,1980,80011.0,0,1,2013-04-29,3,421,76,536,82.0,81,102.0,2,8,6,5,4,0,0,0,0,0,0,3,11,0,45,45,1.17,1,2,1298.0,19,0,68.3157894736842,12,0.10526315789473684,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
503,1985,20559.0,1,0,2013-03-12,88,13,1,29,3.0,0,7.0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,40,40,1.3,1,2,53.0,5,0,10.6,10,0.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
8430,1957,21994.0,0,1,2012-12-24,4,9,0,6,3.0,1,3.0,1,0,0,3,5,0,0,0,0,0,0,3,11,0,68,68,1.51,1,2,22.0,3,0,7.333333333333333,5,0.3333333333333333,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
7281,1959,51381.5,0,0,2013-11-05,80,81,11,50,3.0,2,39.0,1,1,3,4,2,0,0,0,0,0,0,3,11,0,66,66,0.65,0,1,186.0,8,0,23.25,3,0.125,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2139,1975,7500.0,1,0,2013-10-02,19,3,1,10,3.0,2,12.0,3,2,0,3,5,0,0,0,0,0,0,3,11,0,50,50,0.74,1,2,31.0,5,0,6.2,7,0.6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1371,1976,79941.0,0,0,2014-06-28,72,123,81,266,120.5,30,126.5,1,2,4,9,1,0,0,0,0,0,0,3,11,0,49,49,0.0,0,1,747.0,15,0,49.8,3,0.06666666666666667,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
9909,1996,7500.0,0,0,2012-11-09,24,3,18,14,15.0,22,50.0,3,3,1,3,9,0,0,0,0,0,0,3,11,1,29,29,1.63,0,1,122.0,7,0,17.428571428571427,12,0.42857142857142855,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
7286,1968,41728.0,1,0,2013-05-24,92,13,6,15,3.0,5,13.0,1,2,0,2,10,0,0,0,0,0,0,3,11,0,57,57,1.1,1,2,55.0,4,0,13.75,12,0.25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
7244,1951,51381.5,2,1,2014-01-01,96,48,5,48,6.0,10,7.0,3,2,1,4,6,0,0,0,0,0,0,3,11,0,74,74,0.49,3,4,124.0,7,0,17.714285714285715,8,0.42857142857142855,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
6566,1954,72550.0,1,1,2012-11-08,39,826,50,317,50.0,38,38.0,9,5,2,12,8,0,0,0,0,0,0,3,11,0,71,71,1.64,2,3,1319.0,19,0,69.42105263157895,13,0.47368421052631576,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
8614,1957,65486.0,0,1,2014-05-12,29,245,19,125,37.0,67,14.0,1,4,2,10,2,0,0,0,0,0,0,3,11,0,68,68,0.13,1,2,507.0,16,0,31.6875,6,0.0625,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
4114,1964,79143.0,0,0,2012-08-11,2,650,37,556,27.0,81,32.0,1,6,9,13,3,0,0,0,0,0,0,3,11,0,61,61,1.88,0,1,1383.0,28,0,49.392857142857146,9,0.03571428571428571,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1331,1977,35790.0,1,0,2013-01-02,54,12,6,20,30.0,1,3.0,2,2,0,3,7,0,0,0,0,0,0,3,11,0,48,48,1.49,1,2,72.0,5,0,14.4,9,0.4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2225,1977,82582.0,0,0,2014-06-07,54,510,81,550,120.5,40,126.5,1,4,9,7,1,1,0,0,1,0,0,3,11,1,48,48,0.06,0,1,1428.0,20,2,71.4,5,0.05,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
9381,1978,66373.0,1,1,2013-06-12,57,328,9,124,12.0,24,109.0,7,4,2,10,3,0,0,0,0,0,0,3,11,0,47,47,1.05,2,3,606.0,16,0,37.875,7,0.4375,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
6260,1955,82384.0,0,0,2012-11-19,55,984,51,432,120.5,81,126.5,1,3,10,13,1,0,0,1,0,0,0,3,11,1,70,70,1.61,0,1,1795.0,26,1,69.03846153846153,4,0.038461538461538464,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
10383,1966,70287.0,0,0,2013-04-02,30,295,35,482,120.5,81,40.0,1,5,5,10,3,0,0,0,0,0,0,3,11,1,59,59,1.24,0,1,1053.5,20,0,52.675,8,0.05,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
7437,1988,27938.0,1,0,2014-04-28,31,13,0,8,2.0,1,5.0,1,1,0,4,3,0,0,0,0,0,0,3,11,0,37,37,0.17,1,2,29.0,5,0,5.8,4,0.2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
8557,1982,51381.5,1,0,2013-06-17,57,11,3,22,2.0,2,6.0,2,2,0,3,6,0,0,0,0,0,0,3,11,0,43,43,1.03,1,2,46.0,5,0,9.2,8,0.4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
8375,1968,55954.0,0,1,2014-03-03,63,447,0,28,0.0,0,43.0,3,8,2,6,7,0,0,0,0,0,0,3,11,0,57,57,0.32,1,2,518.0,16,0,32.375,15,0.1875,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
6853,1982,75777.0,0,0,2013-07-04,12,712,26,538,69.0,13,80.0,1,3,6,11,1,0,1,1,0,0,0,3,11,1,43,43,0.99,0,1,1438.0,20,2,71.9,4,0.05,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
3076,1975,66653.0,1,1,2012-09-07,18,452,18,102,16.0,18,6.0,4,4,2,12,3,0,0,0,0,0,0,3,11,0,50,50,1.81,2,3,612.0,18,0,34.0,7,0.2222222222222222,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1012,1952,61823.0,0,1,2013-02-18,26,523,7,134,37.0,14,126.5,4,8,2,10,7,0,0,0,0,0,0,3,11,0,73,73,1.36,1,2,841.5,20,0,42.075,15,0.2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
6518,1951,67680.0,0,1,2013-06-11,8,546,0,48,0.0,6,6.0,1,7,3,8,5,0,0,0,0,0,0,3,11,0,74,74,1.05,1,2,606.0,18,0,33.666666666666664,12,0.05555555555555555,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
4137,1948,70666.0,0,0,2013-12-06,29,398,40,367,119.0,81,30.0,1,7,4,4,4,0,0,0,0,0,0,3,11,0,77,77,0.56,0,1,1035.0,15,0,69.0,11,0.06666666666666667,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
8082,1971,25721.0,1,0,2013-05-21,75,1,3,6,3.0,6,15.0,1,1,1,2,7,0,0,0,0,0,0,3,11,1,54,54,1.11,1,2,34.0,4,0,8.5,8,0.25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1386,1967,32474.0,1,1,2014-05-11,0,10,0,1,0.0,0,0.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,58,58,0.13,2,3,11.0,3,0,3.6666666666666665,8,0.3333333333333333,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
9369,1979,88194.0,0,1,2014-03-19,19,688,14,309,120.5,24,38.0,1,11,10,10,5,1,0,0,1,0,0,3,11,1,46,46,0.28,1,2,1193.5,31,2,38.5,16,0.03225806451612903,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
4477,1958,69096.0,0,1,2013-09-27,4,247,49,159,7.0,81,109.0,1,5,2,10,4,0,0,0,0,0,0,3,11,0,67,67,0.75,1,2,652.0,17,0,38.35294117647059,9,0.058823529411764705,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1357,1970,74854.0,1,2,2013-04-08,90,856,59,487,58.0,29,73.0,7,2,5,5,5,0,0,0,0,0,0,3,11,0,55,55,1.22,3,4,1562.0,12,0,130.16666666666666,7,0.5833333333333334,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1402,1954,66991.0,0,0,2012-09-11,1,496,36,460,120.5,60,12.0,3,4,8,6,3,0,0,0,0,0,0,3,11,0,71,71,1.8,0,1,1184.5,18,0,65.80555555555556,7,0.16666666666666666,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
10629,1973,51381.5,1,0,2012-09-14,25,25,3,43,17.0,4,17.0,3,3,0,3,8,0,0,0,0,0,0,3,11,0,52,52,1.79,1,2,109.0,6,0,18.166666666666668,11,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
6312,1959,65031.0,0,1,2013-03-17,29,258,81,291,84.0,37,86.0,4,10,3,13,7,0,0,0,0,0,0,3,11,0,66,66,1.28,1,2,837.0,26,0,32.19230769230769,17,0.15384615384615385,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
8132,1975,60631.0,1,1,2013-04-05,88,565,6,65,0.0,6,19.0,5,9,2,8,7,0,1,0,0,0,0,3,11,0,50,50,1.23,2,3,661.0,19,1,34.78947368421053,16,0.2631578947368421,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1050,1952,28332.0,0,0,2014-04-30,58,14,10,13,4.0,15,9.0,1,2,1,4,2,0,0,0,0,0,0,3,11,0,73,73,0.16,0,1,65.0,7,0,9.285714285714286,4,0.14285714285714285,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
5846,1977,40246.0,1,0,2012-12-19,68,2,1,6,2.0,1,1.0,1,1,0,2,6,0,0,0,0,0,0,3,11,0,48,48,1.52,1,2,13.0,3,0,4.333333333333333,7,0.3333333333333333,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1859,1972,75251.0,0,0,2012-08-27,34,721,81,556,97.0,18,18.0,1,7,6,5,5,0,0,0,0,0,0,3,11,1,53,53,1.84,0,1,1491.0,18,0,82.83333333333333,12,0.05555555555555555,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
7503,1976,75825.0,0,0,2012-10-12,40,1032,81,556,120.5,81,51.0,0,5,8,9,4,1,0,0,0,0,0,3,11,1,49,49,1.71,0,1,1921.5,22,1,87.3409090909091,9,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
10401,1976,26326.0,0,0,2013-09-04,12,1,0,5,0.0,3,9.0,1,0,0,3,3,0,0,0,0,0,1,3,11,0,49,49,0.82,0,1,18.0,3,0,6.0,3,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1618,1965,56046.0,0,0,2013-01-02,9,577,0,64,0.0,0,51.0,2,10,1,8,8,1,0,0,0,0,0,3,11,1,60,60,1.49,0,1,692.0,19,1,36.421052631578945,18,0.10526315789473684,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
3332,1985,29760.0,1,0,2012-08-29,87,64,4,68,7.0,5,17.0,4,3,1,4,8,0,0,0,0,0,0,3,11,0,40,40,1.83,1,2,165.0,8,0,20.625,11,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2261,1969,26304.0,1,0,2013-06-23,5,4,1,5,2.0,0,4.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,56,56,1.02,1,2,16.0,3,0,5.333333333333333,8,0.3333333333333333,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5346,1973,23559.0,1,0,2013-07-03,87,25,5,19,7.0,0,23.0,3,3,0,3,7,0,0,0,0,0,0,3,11,0,52,52,0.99,1,2,79.0,6,0,13.166666666666666,10,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
